rank,name,code,price,24_H_change,24H_volume,market_cap
7098,Yearn Finance Network,YFN,$0.1636,+0.44%,"$1,181.67",N/A
7047,Moonshots Farm,BONES,$0.2329,-7.97%,"$1,297.58",N/A
6917,Medi Token,MEDI,$0.0000000000004334,-2.06%,"$1,686.93",N/A
6971,InfinityGaming,PLAY,$0.0000006655,-2.89%,"$1,496.24",N/A
7019,Baby Alucard,ALUCARD,$0.0000005034,+4.81%,N/A,N/A
7072,Holographic Doge,HODO,$0.0000000002879,+0.66%,N/A,N/A
7121,VerseWar,VERSE,$0.0007956,+0.50%,N/A,N/A
6944,Metti Inu,METTI,$0.000000000231,-14.39%,"$1,591.92",N/A
6994,Fastest Alerts,FA,$0.003224,-4.71%,"$1,425.98",N/A
6755,The Witcher Fans,WICKED,$0.0181,+0.50%,N/A,N/A
6872,FalconX,FALCX,$0.0000005889,+1.03%,$758.32,N/A
6803,CrazyTime,CRAZYTIME,$0.0000000004146,+0.38%,N/A,N/A
6850,Babybnb,BABYBNB,$0.0000000009588,+0.03%,N/A,N/A
6826,Rici Elon,RICI,$0.000005558,-7.47%,"$2,051.59",N/A
6781,MvPad,MVD,$0.01168,-4.65%,"$2,187.30",N/A
6893,OVERLORD GAME,OVL,$0.001293,+11.73%,N/A,N/A
6734,HomeCoin,HOME,$0.0000000002442,+0.50%,N/A,N/A
7151,Pyram Token,PYRAM,$0.02068,-4.46%,"$1,044.17",N/A
7180,PUGLIFE,PUGL,$0.0000000005388,+2.31%,N/A,N/A
7215,Kalata USD,KUSD,$0,-100.00%,N/A,N/A
7098,xHunter,XHT,$0.000000002882,+5.76%,N/A,N/A
7048,DISCIPLINA,DSCPL,$0.001107,-2.21%,"$1,297.29",N/A
6918,Balisari,BST,$0.003142,+0.52%,"$1,678.97",N/A
6972,Doge Father Token,DOGETF,$3.54,+8.24%,N/A,N/A
7019,Olympic Doge,OLYMPIC DOGE,$0.000000002887,-3.34%,"$1,357.87",N/A
7073,PrivacySwap,PRV,$8.83,+1.61%,N/A,N/A
7122,Mystic Warrior,MYSTIC,$0.0005026,+0.55%,"$1,137.63",N/A
6945,B21 Invest,B21,$0.02717,-0.52%,"$1,591.51",N/A
6995,CoinBene Future Token,CFT,$0.1333,+0.00%,N/A,N/A
6756,FEED Token,FEED,$0.004774,+0.50%,N/A,N/A
6873,Vain,VAIN,$0.000000001295,+0.50%,N/A,N/A
6804,Ziktalk,ZIK,$0.0007043,-10.99%,"$2,107.46",N/A
6850,Xbullion,GOLD,$59.47,+0.01%,"$1,960.58",N/A
6827,Omni Consumer Protocols,OCP,$0.01442,-3.05%,"$2,050.98",N/A
6782,StarDust,SD,$0.002024,-6.87%,"$2,174.24",N/A
6894,Kross Chain LaunchPad,KCLP,$0.00307,-2.71%,"$1,750.97",N/A
6734,Multi-Farm Capital,MFC,$0.0000005746,-8.56%,"$2,392.77",N/A
7152,WatchDO,WDO,$0.000286,-4.29%,"$1,041.86",N/A
7180,GoofyDoge,GoofyDoge,$0.00000004282,-8.03%,$990.12,N/A
7215,Nerian Network,NERIAN,$0.05523,-8.75%,$911.81,N/A
7099,Mandi Token,MANDI,$0.003995,-1.56%,"$1,181.12",N/A
7048,Wula,WULA,$0.000008164,-0.03%,N/A,N/A
6919,YFISCURITY,YFIS,$0.5213,-11.45%,"$1,677.10",N/A
6972,Bitcoin Networks,BTCN,$0.002202,-0.20%,N/A,N/A
7020,KingXChain,KXC,$0.00000548,-0.20%,"$1,356.96",N/A
7073,MARIO WORLD,SHROOMS,$0.001813,+0.50%,N/A,N/A
7123,SteveDoge,WINIPHONE,$0.000002782,+0.50%,N/A,N/A
6946,SafeBank ETH,SBANK,$0.000000006601,+0.64%,N/A,N/A
6995,BabyUni,BABYUNI,$0.0000009446,+0.52%,N/A,N/A
6756,PhiFi Finance,PHIFIV2,$0.00000000000923,+4.41%,N/A,N/A
6873,WAGMI,WAGMI,$0.00631,-52.36%,"$1,850.50",N/A
6804,GAINZ TOKEN,GAINZ,$0.00003028,+0.50%,N/A,N/A
6851,PorkSwap,PSWAP,$0.3393,+0.50%,N/A,N/A
6827,Elongrab,ELONGRAB,$0.00000000000000000025,+25.93%,"$2,402.43",N/A
6783,EVERERECTED,ERECT,$0.0000001261,+0.50%,N/A,N/A
6894,FomoDota,FDOTA,$0.0000000002075,-0.03%,N/A,N/A
6735,AT Finance,AT,$0.004506,+0.50%,N/A,N/A
7153,Stabledoc,SDT,$0.003393,-3.99%,"$1,039.51",N/A
7181,SeamlessSwap,SEAMLESS,$0.0009753,-4.64%,$987.99,N/A
7216,Toshimon,TOSHI,$15.71,-6.70%,$911.64,N/A
7099,Starbound,SBD,$0.00009459,+0.50%,N/A,N/A
7049,OtherLife,OTL,$0.0002877,-6.75%,"$1,295.55",N/A
6919,KichiCoin,KICH,$0.0000000001685,+0.52%,N/A,N/A
6972,CollegeCoinNetwork,CCN,$0.009305,-4.12%,"$1,493.34",N/A
7021,Republic of Dogs,ROD,$0.0000000002014,+0.52%,N/A,N/A
7073,SPLASH,SPL,$0.0000003738,-5.73%,"$1,236.02",N/A
7123,Cockapoo,CPOO,$0.000009092,-4.31%,"$1,136.35",N/A
6946,FIA Protocol,FIA,$0.0009913,-4.43%,"$1,588.93",N/A
6995,Ninja Squad Token,NST,$0.9304,-5.60%,"$1,421.31",N/A
6756,MAGA Coin,MAGA,$0.0009896,-4.41%,"$2,293.23",N/A
6874,1X Short Dogecoin Token,DOGEHEDGE,$0.6789,+4.26%,"$1,846.46",N/A
6804,LITUNI,LITO,$0.2981,+5.26%,N/A,N/A
6851,Kino Token,KINO,$0.00000000006566,+1.82%,"$1,960.57",N/A
6828,Futurov Governance Token,FTV,$0.00002135,-0.03%,N/A,N/A
6783,Mini Tiger,MINITIGER,$0.000000000002512,-8.17%,"$2,172.84",N/A
6895,Paris Inuton,PRINCESS,$0.000000125,+0.46%,N/A,N/A
6735,Entropyfi,ERP,$0.02535,-0.22%,"$2,391.65",N/A
7154,Born To Race,BRT,$0.9391,-4.86%,"$1,037.16",N/A
7182,Meta Uranus,MEUR,$0.00006522,-9.86%,$976.51,N/A
7216,Khalifa Finance,KHALIFA,$0.0000002909,-1.82%,N/A,N/A
7099,KNUCKLES,KNUCKLES,$0.2502,-0.41%,N/A,N/A
7050,AI Network,AIN,$0.07961,-6.06%,"$1,294.51",N/A
6920,Rocket Boys,RBOYS,$0.000000001038,+0.46%,N/A,N/A
6973,Gamesafe.io,GAMESAFE,$0.000000001991,-1.73%,N/A,N/A
7021,SIMARGL,SIMA,$0.000000001221,+0.80%,N/A,N/A
7074,Double Bubble,DBUBBLE,$0.0000006228,+0.50%,N/A,N/A
7124,CherryPick,CHERRY,$0.154,+3.09%,"$1,132.94",N/A
6947,Haven token,HAVEN,$0.07323,-5.09%,"$1,587.12",N/A
6996,Dice,DICE,$0.000002099,+15.25%,"$1,420.51",N/A
6757,Canary,CNR,$0.00415,-7.05%,"$2,282.05",N/A
6874,Lyca Island,LYCA,$0.03151,-0.31%,N/A,N/A
6805,Wheelers,WHEEL,$0.002993,+4.48%,N/A,N/A
6852,FAN8,FAN8,$0.6552,+0.50%,N/A,N/A
6828,SolClout,SCT,$0.001306,-15.76%,"$2,050.34",N/A
6784,CEEZEE SAFU,SAFU,$0.000003795,+0.19%,N/A,N/A
6895,Jswap.Finance,JF,$0.3432,+0.89%,"$1,749.79",N/A
6736,Cribnb Decentralized Renting and Sharing,CRB,$0.3365,+0.66%,N/A,N/A
7155,Zeppelin DAO,ZEP,$0.000000002847,-4.40%,"$1,036.76",N/A
7183,Elastic Governance,EGT,$723.26,+1.26%,N/A,N/A
7216,CASE CLOSED,CASECLOSED,$0.0000001158,+2.00%,N/A,N/A
7100,NFT ROYAL TOKEN,NRT,$0.6857,-5.50%,"$1,179.26",N/A
7050,Future Star,FSTAR,$0.00000001308,+0.50%,N/A,N/A
6920,Mirai,MIRAI,$0.0000008875,+0.63%,"$1,673.38",N/A
6973,Power Block,POW,$0.00003123,-1.88%,N/A,N/A
7021,Parasol Finance,PSOL,$0.1128,-0.38%,"$1,349.13",N/A
7074,AltCoin,ALT,$0.0000003685,-5.80%,"$1,234.90",N/A
7124,Baby Alpaca,BALPAC,$0.0000121,-0.13%,N/A,N/A
6948,Diamond Platform Token,DPT,$0.3958,-0.80%,"$1,582.15",N/A
6996,Pup Doge,PUPDOGE,$0.000000001258,+0.52%,N/A,N/A
6757,Mark Goat,MARKGOAT,$0.00000000000086,+1.18%,N/A,N/A
6875,Win Space Ticket,THEMOON,$0.0003555,+0.50%,N/A,N/A
6805,Coinsale,CSF,$0.2182,-4.74%,"$2,102.41",N/A
6852,ExenPay Token,EXENP,$52.00,-0.92%,N/A,N/A
6829,ProperSix,PSIX,$0.0002899,-0.12%,"$2,047.05",N/A
6784,SafeWin,SAFEWIN,$0.0000000002537,+0.50%,N/A,N/A
6896,Dawn Wars,DW,$0.975,-8.70%,"$1,743.68",N/A
6736,Energy8,E8,$0.00000000969,-5.17%,"$2,390.85",N/A
7156,OrcaDAO,ORCA,$0.00367,-7.20%,"$1,036.27",N/A
7183,ArbaTycoon,AT,$0,+0.00%,N/A,N/A
7217,Jackpot,777,$0.03421,-8.69%,$904.95,N/A
7101,Captain Shibarrow,SHIBARROW,$0.000000001782,-5.60%,"$1,173.93",N/A
7051,Jomon Shiba,JSHIBA,$0.000000000008582,-10.13%,"$1,292.58",N/A
6921,WIN A TESLA,WINATESLA,$0.000001047,+0.52%,N/A,N/A
6973,Meteor Remnant Essence,MRE,$0.003989,+0.23%,"$1,487.15",N/A
7022,Banana Coin,$BANANA,$0.000000001987,+0.52%,N/A,N/A
7075,Kurai MetaVerse,KURAI,$0.009246,+0.50%,N/A,N/A
7125,Concern Poverty Chain,CHY,$0.0000006601,+0.06%,N/A,N/A
6949,Mr Bigglesworth,BIGGLES,$0.0002988,+0.52%,N/A,N/A
6996,ROCK PAPER SCISSORS TOKEN,RPST,$0.07258,+2.22%,N/A,N/A
6758,Creator Protocol,CRE,$0.00000001478,-18.77%,"$2,275.74",N/A
6875,Columbus,CBS,$0.00000134,-0.74%,"$1,839.68",N/A
6806,UndoToken,UNDO,$0.0000000002668,+0.50%,N/A,N/A
6852,EverPrinter,$EPRINT,$0.000001313,-2.64%,"$1,954.19",N/A
6829,COIN ORACLE,ORA,$0.0002688,+0.50%,N/A,N/A
6784,SAVEBEE FARM HONEYCOMB,HC,$0.01835,-2.74%,"$2,169.69",N/A
6897,Kryptobellion,KRYPTO,$0.002569,+30.98%,N/A,N/A
6737,Pokelon.Finance,POKELON,$1.28,+0.50%,N/A,N/A
7157,Poly-Peg Mdex,HMDX,$1.58,+9.84%,N/A,N/A
7183,Kiku Inu,KINU,$0.00000000003116,+1.49%,$974.09,N/A
7218,Balloon-X,BLX,$0.0001442,-1.29%,$900.33,N/A
7102,Bogdanoff Forever,BOGDANOFF,$0.0000002417,-5.42%,"$1,173.55",N/A
7052,BullRun2.0,BR2.0,$0.00000000008755,+0.51%,N/A,N/A
6921,BUMooN,BUMN,$0.000000001426,-8.66%,"$1,672.69",N/A
6974,Chickenkebab Finance,CHIK,$0.001978,-0.74%,"$1,486.52",N/A
7022,Metaficial World,MW,$2.03,-2.37%,"$1,348.10",N/A
7075,DogyRace,DOR,$0.01102,-5.32%,"$1,232.53",N/A
7125,Pissing Cat,PEECAT,$0.000000009519,-16.68%,"$1,131.60",N/A
6949,Play It Forward DAO,PIF,$0.07367,-8.36%,"$1,579.86",N/A
6997,Freight Trust & Clearing Network,EDI,$0.0006057,-3.94%,"$1,419.86",N/A
6759,StakeWise,SWISE,$0.04637,-3.44%,N/A,N/A
6876,COUSIN DOGE COIN,COUSINDOGE,$0.0000001656,+0.50%,N/A,N/A
6806,Floki Rocket,RLOKI,$0.0000004884,-4.98%,"$2,101.52",N/A
6853,Little Fish Moon Token,LTFM,$0,+0.00%,N/A,N/A
6829,ZABAKU INU,ZABAKU,$0.0000000001398,-2.26%,N/A,N/A
6785,CBET Token,CBET,$0.0000002163,-4.35%,"$2,167.73",N/A
6897,SHIBA RISE,SHIBARISE,$0.00000000003641,+0.44%,N/A,N/A
6737,Crystal,CRYSTAL,$0.005358,-1.09%,"$2,390.59",N/A
7157,Luto Cash,LUTO,$0.00275,-0.20%,N/A,N/A
7184,HNC COIN,HNC,$0.09391,-8.82%,$973.23,N/A
7218,Thunder Run,THUNDRR,$0.0001612,+5.83%,N/A,N/A
7103,BNBeanstalk,BEANS,$0.00000000005423,+0.50%,N/A,N/A
7052,Early Bird,EBIRD,$0.0000000006585,-1.96%,"$1,292.06",N/A
6922,Mini Hollywood Doge,MOLLYDOGE ⭐,$0.000000261,+0.46%,N/A,N/A
6974,Strike BUSD,sBUSD,$0.02006,-0.03%,N/A,N/A
7023,SOLFINA PROTOCOL,SOLFI,$0.004601,-19.25%,"$1,347.48",N/A
7076,Blue Eyes White Doge,BDOGE,$0.000003208,-4.24%,N/A,N/A
7126,Robot Wars,WAR,$0.002911,+0.12%,N/A,N/A
6950,Super Floki,SLOKI,$0.000000000004879,-5.19%,"$1,579.38",N/A
6998,NOVA,NOVA,$0.00003774,+3.32%,"$1,419.17",N/A
6759,Cryptographic Ultra Money,CUM,$0.00753,+5.48%,N/A,N/A
6876,Elitheum,ELTHM,$0.00000001018,-2.86%,"$1,836.80",N/A
6807,Salary,SLR,$0.6411,-4.32%,"$2,101.34",N/A
6853,Ms Moona Rewards,MOONA,$0.000004851,+9.89%,N/A,N/A
6829,Fegnomics,FEGN,$0.0000003302,-0.47%,N/A,N/A
6786,GEM PROTOCOL,GEM,$0.009263,+0.50%,N/A,N/A
6897,VATICAN FINANCE,VAT,$0.00004283,+1.07%,N/A,N/A
6738,Holder Swap,HFS,$0.179,-0.02%,N/A,N/A
7157,Dogenomics,$DOGEN,$0.000000002427,-3.63%,N/A,N/A
7185,Nxtech Network,NX,$0.0004628,-5.17%,$971.06,N/A
7219,Comodo Coin,CMD,$0.0000001424,-1.80%,N/A,N/A
7103,Solbank Token,SBNK,$0.00614,-5.23%,"$1,172.41",N/A
7053,TITS,TITS,$0,+0.00%,N/A,N/A
6922,LittleGhosts,ECTO,$0.000001113,-3.95%,"$1,668.46",N/A
6975,Strike WBTC,sWBTC,"$1,140.88",+2.92%,N/A,N/A
7024,Binamars,BMARS,$0.005793,-5.14%,"$1,345.82",N/A
7076,VikingsChain,VIKC,$0.03719,+5.76%,N/A,N/A
7126,Diamond Cash,DCASH,$0.002448,-10.05%,"$1,124.72",N/A
6951,LatteSwap,LATTE,$0.005525,-12.15%,"$1,572.74",N/A
6999,Dirty Doge,DDOGE,$0.0000000004968,+0.52%,N/A,N/A
6759,eBlockStock,EBSO,$0.03192,+11.16%,"$2,270.06",N/A
6877,Louvre Finance,LOUVRE,$0.0000000004709,+0.50%,N/A,N/A
6808,Ternio,TERN,$0.007568,+2.29%,"$2,100.90",N/A
6853,MetaFace,MFT,$0.000004398,-7.28%,"$1,947.75",N/A
6830,POGCOIN,POG,$0.00001066,+0.50%,N/A,N/A
6786,Chimeras,CHIM,$0.08625,-5.58%,"$2,165.02",N/A
6897,ForeverGrow,FGROW,$0.0000000005456,-5.60%,"$1,736.19",N/A
6738,LaunchMyNFT,MYNFT,$0.03185,-7.73%,"$2,379.33",N/A
7157,Statik,STATIK,$0.9711,+0.11%,"$1,034.05",N/A
7186,FireRocket,FIREROCKET,$0.0000000001401,+0.01%,$969.94,N/A
7219,CDzExchange,CDZ,$0.0009301,-7.86%,$895.57,N/A
7104,WHITEX,WHX,$0.0003178,+26.80%,"$1,170.71",N/A
7053,DiversiFi,DFI,$0.03799,-7.40%,"$1,291.50",N/A
6923,Doni Coin,DONI,$0.0000000002226,+0.52%,N/A,N/A
6975,Shiba Puppy,ShibaPuppy,$0.0000002143,-0.93%,N/A,N/A
7025,Aegis Launchpad,AGSPAD,$0.004282,-5.94%,"$1,345.68",N/A
7076,Netcoincapital,NCC,$0.05393,-5.27%,"$1,231.78",N/A
7127,Minifootball,MINIFOOTBALL,$0.00000000001591,-3.12%,"$1,120.46",N/A
6952,Vanilla,VNL,$0.3183,-1.43%,"$1,569.09",N/A
6999,ApeBUSD,APEBUSD,$0.000000118,-11.93%,"$1,418.51",N/A
6760,AceD,ACED,$0.0002152,-3.77%,"$2,267.97",N/A
6877,HONEYPAD,$HONEY,$0.000000002372,+2.16%,N/A,N/A
6808,SLOTHI,SLTH,$0.0000000008261,+0.50%,N/A,N/A
6854,Musubi,MUSUBI,$0.00000008699,+0.66%,N/A,N/A
6830,Rogue Doge,ROGE,$0.00000000003098,-8.22%,"$2,043.45",N/A
6787,ROPE Token,ROPE,$0.1479,-1.98%,"$2,164.87",N/A
6898,Ponzu Inu,PONZU,$0.00002546,+0.66%,N/A,N/A
6739,Libfx,LIBFX,$0.00592,-12.15%,"$2,377.23",N/A
7158,First Doge Finance,FDOGE,$0.0005241,+1.78%,N/A,N/A
7187,Retromoon,RETRO,$0.000392,-5.38%,$967.15,N/A
7220,XRE Global,XRE,$0.000004402,-0.67%,$894.85,N/A
7104,SkyX Token,SKYX,$0.01221,+0.50%,N/A,N/A
7054,DUSD Network,DUSD,$0.00006243,-0.24%,"$1,288.16",N/A
6923,GreenMoon,GRM,"$9,871.18",-0.89%,N/A,N/A
6975,Candylad,CANDYLAD,$0.00000000000000000194,-15.43%,"$1,484.40",N/A
7026,Lucky Irish Inu,LUCKYCLOVER,$0.0009695,+0.50%,N/A,N/A
7077,Historia,HTA,$0.01282,+5.93%,"$1,227.23",N/A
7127,Project DogeX(OLD),DOGEX,$0.00000002092,+0.50%,N/A,N/A
6953,ROBOT SHIB,RSHIB,$0.00000000000003846,-20.86%,"$1,568.72",N/A
7000,Apes of Empires,AOE,$0.03336,-2.85%,N/A,N/A
6761,Influencer Doge,IDOGE,$0.000003731,+0.50%,N/A,N/A
6877,GainPool,GAIN,$0.0267,-12.81%,"$1,832.18",N/A
6809,Hyperchain X,HYPER,$0.000002462,-4.90%,"$2,099.71",N/A
6854,Elongrab (NEW),ELONGRAB,$0.0000000004464,-1.75%,"$1,940.54",N/A
6831,Promise,PROMISE,$0.000000002593,+1.69%,"$2,038.31",N/A
6787,Crypto Cabinet,CPN,$0.00000000001001,+0.00%,N/A,N/A
6898,RxC,RXC,$0.007203,-4.81%,"$1,735.43",N/A
6739,Holder Finance,HFI,"$1,544.72",-0.02%,N/A,N/A
7158,SwapX,XWAP,$0.03884,-5.36%,"$1,033.33",N/A
7188,Severe Rise Games Token,SRGT,$0.000346,+3.24%,$966.96,N/A
7220,Experiencer,EXPR,$0.0001015,-0.15%,N/A,N/A
7105,Parallel,PAR,$1.14,+0.28%,"$1,168.76",N/A
7055,Pundi X PURSE,PURSE,$0.001122,-0.44%,"$1,286.90",N/A
6923,Rocky Inu,ROCKY,$0.000000004035,-4.57%,"$1,667.78",N/A
6976,Strike USDT,sUSDT,$0.02011,-0.03%,N/A,N/A
7026,UniArts,UART,$0.06873,+0.41%,"$1,345.59",N/A
7078,Renascent Finance,RENASCENT,$0.3547,-6.23%,"$1,225.94",N/A
7127,Mini Floki,MINIFLOKI,$0.00000003417,-0.15%,N/A,N/A
6954,3X Long OKB Token,OKBBULL,$7.41,-11.98%,"$1,549.21",N/A
7000,NFTeez,NFTEEZ,$0.00001903,+7.55%,N/A,N/A
6761,3X Short Cardano Token,ADABEAR,$0.00000002001,+100.01%,"$2,262.81",N/A
6878,LavaCake Finance,LAVA,$0.1765,+0.11%,N/A,N/A
6809,CashDog,CASHDOG,$0.0000000005577,+0.50%,N/A,N/A
6855,KokomoSwap,KOKOMO,$0.01294,+0.50%,N/A,N/A
6832,StellarInu,STELLARINU,$0.0000000000006575,-10.44%,"$2,036.82",N/A
6788,BakerDAO,BKR,$4.41,+0.12%,N/A,N/A
6899,Xeebster,XEEB,$0.0000000007038,-5.21%,"$1,734.83",N/A
6739,Cryptonite (CRT),CRT,$0.00000000034,-5.89%,N/A,N/A
7159,Asgard finance,THOR,$0.0009607,+4.44%,N/A,N/A
7189,Ichigo Inu,ICHIGO,$0,+0.00%,N/A,N/A
7221,Pupper,PUP,$0.0000000002636,-8.53%,$894.81,N/A
7105,BabyEth,BABYETH,$0.000002375,+0.51%,N/A,N/A
7056,VegasDoge,VEGAS,$0.0000418,+0.50%,N/A,N/A
6924,DOGEY STYLE,DOGEY,$0.00000009457,+0.52%,N/A,N/A
6976,CheemsBillionaire,CHEEMSBILLIONAIRE,$0.00002424,-15.62%,"$1,473.71",N/A
7027,Eternal Cash,EC,$0.01623,-0.63%,"$1,341.33",N/A
7078,The Doge World,TDW,$0.0000006766,+0.50%,N/A,N/A
7128,BabyAvengers,AVNGRS,$0.0000002049,+0.50%,N/A,N/A
6954,Infinitee Finance,INFTEE,$0.003602,+0.17%,N/A,N/A
7000,Advar Protocol,ADVAR,$0.000147,-0.87%,N/A,N/A
6762,AMC Entertainment Holdings tokenized stock FTX,AMC,$18.00,-7.81%,"$2,260.19",N/A
6878,Richie,RICH,$0.000000005097,+2.99%,N/A,N/A
6810,IFOSwap Token,H2O,$0.06379,-3.24%,"$2,097.41",N/A
6855,PieDAO DEFI Small Cap,DEFI+S,$3.04,+2.10%,"$1,940.15",N/A
6833,SANS Token,SANS,$0.3647,-1.97%,N/A,N/A
6788,Leonidas Token,LEONIDAS,$0.0003218,-11.70%,"$2,157.72",N/A
6900,SMEGMARS,SMGM,$0.000002242,+0.46%,N/A,N/A
6740,Peach.Finance,PEECH,$0.0000006009,+0.66%,N/A,N/A
7159,INFINITYADA,INFINITYADA,$0.0002651,-1.80%,"$1,029.47",N/A
7189,QuizDrop,QDROP,$0.03199,-7.11%,$966.88,N/A
7221,Lotus,Lotus,$0.000007105,-1.65%,N/A,N/A
7105,Bored Ark,BARK,$0.0003961,+0.35%,N/A,N/A
7056,The Moon Shiba,MOONSHIB,$0.0000000000001608,+4.20%,"$1,281.87",N/A
6924,Xpose Protocol,XP,$0.00008323,+8.45%,N/A,N/A
6977,Strike USDC,sUSDC,$0.0201,-0.03%,N/A,N/A
7027,SpacePort Coin,SPC,$0.00000000005472,+0.50%,N/A,N/A
7079,The Crypt Space,CRYPT,$0.000000000357,+0.50%,N/A,N/A
7128,Beach Token BSC,BEACH,$0.0000000000246,-4.16%,"$1,117.84",N/A
6955,Alita Finance,ALI,$0.5272,-5.17%,"$1,548.48",N/A
7000,MILLIONSY,MILLI,$0.009104,-17.01%,"$1,408.03",N/A
6762,IMM,IMM,$0.5169,+0.50%,N/A,N/A
6878,Little Angry Bunny v2,LAB v2,$0.00000000000000000101,-6.02%,"$1,820.83",N/A
6811,Tinville,TINV,$0.9011,+0.50%,N/A,N/A
6855,Laser Eyes,LASEREYES,$0.0000000005147,+2.16%,N/A,N/A
6833,BullDog Coin,BULLDOG,$0.000000003858,-8.40%,"$2,033.17",N/A
6789,APWars,WGOLD,$0.001886,-7.57%,"$2,157.07",N/A
6900,ThunderETH,THUNDERETH,$0.000009873,+0.52%,N/A,N/A
6740,Crypto Arcade Punk,C-ARCADE,$0.00005878,-9.48%,"$2,369.61",N/A
7160,2 Chains,2CHAINLINKS,$0.0000002757,+0.52%,N/A,N/A
7189,Doge SpaceX,DOGESX,$0.006544,-1.97%,$765.89,N/A
7222,KING FOREVER,KFR,$0.000000000003669,-4.67%,$892.53,N/A
7106,Baby Pig Token,BABYPIG,$0.000003009,-1.77%,N/A,N/A
7057,Calcifer,CALCIFER,$0.07587,-2.80%,N/A,N/A
6924,CHAINFI,CNFI,$0.002116,+0.66%,N/A,N/A
6977,BitUp,BitUp,$562.63,+1.31%,N/A,N/A
7027,Akira,AKIRA,$0.0000366,-4.19%,N/A,N/A
7079,NFT SolPad,NFTSOL,$0.002942,+1.61%,N/A,N/A
7129,Butter Token,BUTTER,$0.000001099,-0.25%,$651.25,N/A
6956,ACCESSLAUNCHER,ACX,$0.02406,+9.12%,"$1,547.90",N/A
7001,Rewards Token,REWARDS,$0.0000000003175,+0.52%,N/A,N/A
6762,POLKADOGE,PDOGE,$0.0000000001856,+6.72%,N/A,N/A
6879,Uncle Doge,UDOGE,$0.0000000004727,+0.03%,N/A,N/A
6811,Madagascar,$TIME,$0.0000000006245,-5.02%,"$2,095.01",N/A
6856,Meta Cloth,META CLOTH,$0.0000000001179,-15.28%,"$1,928.69",N/A
6834,WaultSwap,WEX,$0.0002079,-5.24%,"$2,029.36",N/A
6789,Genius Coin,GENIUS,$0.0001386,+1.31%,N/A,N/A
6900,Betswamp,BETS,$0.004076,-4.85%,"$1,734.50",N/A
6741,Chumhum,CHUM,$0.006188,-3.07%,N/A,N/A
7160,WalletNow,WNOW,$0.05255,-5.01%,"$1,029.28",N/A
7190,DAIN,DAIN,$0.01452,-1.35%,$966.18,N/A
7223,IOU,IOUX,$0.3423,+2.96%,$889.13,N/A
7106,ElonsPets,ELP,$0.00000006686,-11.38%,"$1,168.28",N/A
7057,SHOKKY,SHOKKY,$0,+0.00%,N/A,N/A
6924,Tempo DAO,TEMPO,$0.5338,+1.60%,"$1,667.70",N/A
6977,Super Music League (SML),SML,$0.0564,+0.04%,N/A,N/A
7027,Shelby TOKEN,SBY,$0.0002897,+1.52%,$696.28,N/A
7079,Whalemap,WMP,$0.04053,-0.70%,"$1,221.66",N/A
7129,LYS Capital,LYS,$0.02745,-4.71%,"$1,116.93",N/A
6957,Iron,IRON,$0.9891,+0.09%,"$1,547.90",N/A
7001,Shining Crystal Shard,SCS,$0.04559,-14.32%,"$1,405.05",N/A
6763,DiarrheaCoin,DIAH,$0.00005412,+0.50%,N/A,N/A
6879,Wingswap,WIS,$0.01229,-9.52%,"$1,815.20",N/A
6812,NFTShiba.Finance,NFTSHIBA,$0.0000000003719,+0.50%,N/A,N/A
6857,Siamese Neko,SIAM,$0.0000004265,+0.50%,N/A,N/A
6834,Catoshi Nakamoto,CATSv2,$0.008252,+0.66%,N/A,N/A
6789,Wildfire Token,WILDF,$0.0000000002378,-1.80%,N/A,N/A
6901,Data Economy Index,DATA,$53.77,-5.86%,"$1,730.03",N/A
6741,CAKEPUNKS,CAKEPUNKS,$0.000002862,-1.23%,N/A,N/A
7161,Froggies,FROGGIES,$0.000000000008271,+0.40%,"$1,028.06",N/A
7191,Lofi Defi,LOFI,$0.000004949,-5.81%,$963.77,N/A
7223,SHIWBAWITCH TOKEN,SHIBAWITCH,$0.0001836,-3.27%,N/A,N/A
7107,CreamPYE,PYE,$0.00000002411,-10.25%,"$1,167.74",N/A
7057,Mars Space X,MPX,$0.6245,+27.76%,"$1,272.41",N/A
6925,Nemesis Wealth Projects BSC,NMS,$0.000001127,-3.29%,"$1,667.18",N/A
6977,ICY MONEY,ICY,$0.0000000004193,-8.34%,"$1,472.72",N/A
7028,Recharge Finance,R3FI,$0.0005952,-0.01%,N/A,N/A
7080,Fishy Tank Token,FTE,$0.108,-4.43%,"$1,220.52",N/A
7130,WasabiX,WASABI,$0.6483,-6.37%,"$1,114.69",N/A
6958,Billibilli Inc tokenized stock FTX,BILI,$33.43,-9.88%,"$1,545.27",N/A
7002,Planet Inu,PLANETINU,$0.00000000000000000332,-9.18%,"$1,402.40",N/A
6763,CoviCoin,CVC,$0.0006332,-8.08%,"$2,250.19",N/A
6880,CryptoBay,BAY,$0.006834,-12.51%,"$1,814.36",N/A
6812,DefiBay,DBAY,$0.006275,-0.21%,"$2,094.74",N/A
6857,ThunderADA.app,THUNDERADA,$0.000008888,+2.16%,N/A,N/A
6834,Elements Game,ELM,$0.004907,-0.02%,N/A,N/A
6790,FAIRLIFE,FAIRLIFE,$0.0000000002577,+0.50%,N/A,N/A
6902,BNBTiger,BNBTIGER,$0.00000000000000000002,-6.23%,"$1,729.03",N/A
